Column1,created_at,id,Topics,Sentiment,full_text,source,user,retweet_count,lang
272,2021/11/25 22:48,1.46408E+18,,,Asian stock markets sink as traders watch Europe virus cases https://t.co/qRquibRRMn,"<a href=""http://www.socialnewsdesk.com"" rel=""nofollow"">SocialNewsDesk</a>","{'id': 15688704, 'id_str': '15688704', 'name': 'journalnews', 'screen_name': 'journalnews', 'location': 'Butler County, Ohio', 'description': 'We do local best, covering Butler and Warren counties in Southwest #Ohio', 'url': 'http://t.co/OHqOOLJfMO', 'entities': {'url': {'urls': [{'url': 'http://t.co/OHqOOLJfMO', 'expanded_url': 'http://www.journal-news.com', 'display_url': 'journal-news.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 11105, 'friends_count': 1939, 'listed_count': 217, 'created_at': 'Fri Aug 01 13:02:33 +0000 2008', 'favourites_count': 3491, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 156557, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/464023407114194945/pu3QZiVu_normal.jpeg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/464023407114194945/pu3QZiVu_normal.jpeg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/15688704/1399466772', 'profile_link_color': '0D5D96', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CEE3F2', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
274,2021/11/25 22:48,1.46408E+18,Vaccine efficacy,neg,"Just when I thought my #ModernaBooster was my protector. 

https://t.co/aJ70yx5Euq","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","{'id': 17524788, 'id_str': '17524788', 'name': '🅲🅷🆁🅸🆂 🅻🅸🆃🆃🅻🅴', 'screen_name': 'THEChrisLittle', 'location': 'Southern California', 'description': 'News Director, KFI AM-640. Mountain Bike Rider. Board Member of the #RTNA. Occasionally posting #𝙉𝙤𝙩𝙂𝙤𝙤𝙙𝙉𝙚𝙬𝙨𝙒𝙧𝙞𝙩𝙞𝙣𝙜.', 'url': 'https://t.co/FPVL65bE4q', 'entities': {'url': {'urls': [{'url': 'https://t.co/FPVL65bE4q', 'expanded_url': 'http://www.kfiam640.com', 'display_url': 'kfiam640.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 5461, 'friends_count': 596, 'listed_count': 59, 'created_at': 'Thu Nov 20 22:44:47 +0000 2008', 'favourites_count': 4009, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 6007, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ABB8C2', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/846932983051304964/qdRlsqX9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/846932983051304964/qdRlsqX9_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/17524788/1415253162', 'profile_link_color': '3B94D9', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
276,2021/11/25 22:47,1.46408E+18,Covid stats,neu,"#BREAKING: According To The Director Of CERI In South Africa, It’s Estimated That 90% (1,000’s) Of New Covid Cases In #Gauteng Are The New B.1.1.529 Variant. #BreakingNews https://t.co/ES6AmBSGPf","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 2623540653, 'id_str': '2623540653', 'name': 'BREAKING NEWS', 'screen_name': 'Breaking_4_News', 'location': 'United States', 'description': 'Committed To Bringing You Fast And Accurate Breaking News Stories From Around The World', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 3659, 'friends_count': 84, 'listed_count': 85, 'created_at': 'Thu Jun 19 17:50:46 +0000 2014', 'favourites_count': 3465, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 9715, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1432519973310697475/Da9vAMLe_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1432519973310697475/Da9vAMLe_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/2623540653/1630372884', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",1,en
277,2021/11/25 22:47,1.46408E+18,Vaccine efficacy,pos,"SickKids  Consult Service offers by-appointment phone consultations for children, youth and their families with a trusted health-care professional from SickKids to answer their questions and help make informed decisions about vaccination.❤️🇨🇦❤️

 https://t.co/T30DFa4S2c","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 1217033150, 'id_str': '1217033150', 'name': '💔🇨🇦sharonanne🇨🇦💔', 'screen_name': 'sharandstevie', 'location': '🇨🇦Mississauga, Ontario🇨🇦', 'description': ""🇨🇦Stand with Trudeau🇨🇦\n 🇺🇸PA Roots🇺🇸\n💔#MMIWG💔\n💙Resist💙 \n🏳️\u200d🌈LGBTQ🏳️\u200d🌈\n💙#BLM💙 \n💔Wear a mask,Please?💔Get Vaccinated 💔\n No DM's Please?"", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 7001, 'friends_count': 7217, 'listed_count': 13, 'created_at': 'Mon Feb 25 02:04:12 +0000 2013', 'favourites_count': 22296, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 53946, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1392526174635626501/Kwk5TvHz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1392526174635626501/Kwk5TvHz_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1217033150/1620672806', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
282,2021/11/25 22:47,1.46408E+18,,,Crypto don’t care about covid https://t.co/oFPyKE3clW,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 442400417, 'id_str': '442400417', 'name': 'Jonny Tapia', 'screen_name': 'j_goods_', 'location': 'TX', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 129, 'friends_count': 174, 'listed_count': 0, 'created_at': 'Wed Dec 21 02:43:52 +0000 2011', 'favourites_count': 7010, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2697, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1434197015487975431/yWdWHRO6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1434197015487975431/yWdWHRO6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/442400417/1631066787', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
283,2021/11/25 22:47,1.46408E+18,Covid social life,neu,When you choose to go to your fiance's family Thanksgiving versus your own family and you are informed after that one of them who tested positive for covid less than 10 days ago was there and gave hugs. #DodgedBullet,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","{'id': 3690834502, 'id_str': '3690834502', 'name': '𝕿𝖗𝖊𝖛𝖔𝖗 *Commissions Now Open*', 'screen_name': 'CapitalCitySol', 'location': 'Michigan', 'description': 'He/Him\nCapital City. Artist. Movies. Music. Video Games. Furry. Creator of Local Time Studios.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 104, 'friends_count': 324, 'listed_count': 4, 'created_at': 'Thu Sep 17 23:52:35 +0000 2015', 'favourites_count': 52693, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 20095, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1459921998637850626/iduJ7QF2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1459921998637850626/iduJ7QF2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3690834502/1617312497', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
287,2021/11/25 22:47,1.46408E+18,,,Stock futures fall amid fears of new Covid variant found in South Africa https://t.co/Wy97UKDgJH,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","{'id': 294053762, 'id_str': '294053762', 'name': 'Leo Kolivakis', 'screen_name': 'PensionPulse', 'location': 'Montreal, Canada', 'description': 'Publisher of Pension Pulse.', 'url': 'https://t.co/OMECj0XMb5', 'entities': {'url': {'urls': [{'url': 'https://t.co/OMECj0XMb5', 'expanded_url': 'http://pensionpulse.blogspot.com/', 'display_url': 'pensionpulse.blogspot.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 2577, 'friends_count': 1499, 'listed_count': 127, 'created_at': 'Fri May 06 13:08:01 +0000 2011', 'favourites_count': 6235, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 52366, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1004550328375758849/6hMl9YkC_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1004550328375758849/6hMl9YkC_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
288,2021/11/25 22:47,1.46408E+18,Measure and management ,neu,I disagree.   Running record deficits and printing money are huge factors along with Covid supply chain issues https://t.co/6Tm77o24oE,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","{'id': 1126279695400566790, 'id_str': '1126279695400566790', 'name': 'Doug🇨🇦🚶\u200d♂️✝️ 😎', 'screen_name': 'Doug54412955', 'location': 'Saskatchewan, Canada', 'description': 'Forester, Canadian, Anti-Political Correctness, Free speech, Stop censorship', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 341, 'friends_count': 468, 'listed_count': 0, 'created_at': 'Thu May 09 00:16:19 +0000 2019', 'favourites_count': 11300, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 9349, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1263693536374870016/7bs21nJR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1263693536374870016/7bs21nJR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1126279695400566790/1590122990', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
289,2021/11/25 22:47,1.46408E+18,,,Fighting Stigma : Coronavirus crisis: Ernie Dingo reveals racist abuse and threats hurled at his family by anti—vaxxers: ... sick new low anti-vaxxers have scraped amid efforts to help break down the stigma surrounding vaccines among remote Indigenous… https://t.co/v8CA1V7mm9,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","{'id': 185789961, 'id_str': '185789961', 'name': 'STIGMABASE | EDU', 'screen_name': 'stigmabase', 'location': 'Worldwide', 'description': 'Dedicated to Education | Keeping up-to-date on global exclusion — Serving the truth — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010', 'url': 'https://t.co/DTaqNj9Hmn', 'entities': {'url': {'urls': [{'url': 'https://t.co/DTaqNj9Hmn', 'expanded_url': 'https://www.stigmabase.org/', 'display_url': 'stigmabase.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 928, 'friends_count': 694, 'listed_count': 71, 'created_at': 'Wed Sep 01 21:06:16 +0000 2010', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 793366, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/983490900927098880/W4EweR5t_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/983490900927098880/W4EweR5t_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/185789961/1523316946', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'EFEFEF', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
292,2021/11/25 22:47,1.46408E+18,Covid social life,neu,"Fighting Stigma : Indoor playdates, sleepovers, parties, and plays for children should be avoided, says Nphet: 140000 vaccine doses for children to arrive in Ireland before Christmas. https://t.co/C1v3lfoJoU","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","{'id': 191092262, 'id_str': '191092262', 'name': 'Stigmabase | NORDIC', 'screen_name': 'pairsonnalitesN', 'location': 'Ireland | Scotland | Inuit | Skandinavien', 'description': 'Ireland — Scotland — Inuit —  Svenska  | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative', 'url': 'https://t.co/DTaqNj9Hmn', 'entities': {'url': {'urls': [{'url': 'https://t.co/DTaqNj9Hmn', 'expanded_url': 'https://www.stigmabase.org/', 'display_url': 'stigmabase.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1568, 'friends_count': 1304, 'listed_count': 111, 'created_at': 'Wed Sep 15 15:55:47 +0000 2010', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 910459, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/378800000775115467/b7b09d86517b4ff055a56a15de2b2e4c_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/378800000775115467/b7b09d86517b4ff055a56a15de2b2e4c_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/191092262/1385143520', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'F0EBF0', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
293,2021/11/25 22:47,1.46408E+18,Vaccine efficacy,neg,"This is Cheyenne Braun a 15 year old from Germany,normal healthy teenager,her life was cut short 3 weeks after taking the Pfizer covid vaccine,she had a heart attack,and yet they still want to posion our kids,wake up America. https://t.co/1o7nYwm9JH","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","{'id': 1456081184702746629, 'id_str': '1456081184702746629', 'name': 'Kenya Smith', 'screen_name': '45Trump24', 'location': 'Spartanburg, SC', 'description': ""My name is Kenya Smith and I'm a Pentecost Elder under Prophet H Walker and a proud father and Patriot!"", 'url': 'https://t.co/QylQW2inId', 'entities': {'url': {'urls': [{'url': 'https://t.co/QylQW2inId', 'expanded_url': 'http://truelightpentecost.org', 'display_url': 'truelightpentecost.org', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 459, 'friends_count': 1010, 'listed_count': 0, 'created_at': 'Thu Nov 04 02:10:12 +0000 2021', 'favourites_count': 360, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 530, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1461908102928912390/5mVgBf7G_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1461908102928912390/5mVgBf7G_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1456081184702746629/1637381025', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",2,en
295,2021/11/25 22:47,1.46408E+18,,,Starting to believe covid is a scam more and more https://t.co/oFPyKE3clW,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 442400417, 'id_str': '442400417', 'name': 'Jonny Tapia', 'screen_name': 'j_goods_', 'location': 'TX', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 129, 'friends_count': 174, 'listed_count': 0, 'created_at': 'Wed Dec 21 02:43:52 +0000 2011', 'favourites_count': 7010, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 2697, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1434197015487975431/yWdWHRO6_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1434197015487975431/yWdWHRO6_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/442400417/1631066787', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
296,2021/11/25 22:47,1.46408E+18,Measure and management ,neg,"Seriously. Anyone with half a brain knew this from the beginning.  

Fucking sneezeguards. 

The moment I knew we were doomed. 

“COVID-19: Plastic dividers widely ineffective or even counterproductive” https://t.co/ER3rWgN6IY","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 39635446, 'id_str': '39635446', 'name': 'Richelle Gorst 🇨🇦', 'screen_name': 'richellegorst', 'location': 'Calgary, Alberta', 'description': 'Lover Fighter Thinker Unapologetically challenging the narrative', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 286, 'friends_count': 607, 'listed_count': 0, 'created_at': 'Wed May 13 00:05:42 +0000 2009', 'favourites_count': 10113, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2386, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1460818248262250501/0D3m-FB-_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1460818248262250501/0D3m-FB-_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/39635446/1442009725', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
297,2021/11/25 22:47,1.46408E+18,Covid social life,neu,Interview: How to navigate #COVID-19 etiquette during the holidays - https://t.co/7NAUrMTCLu,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","{'id': 1416344958, 'id_str': '1416344958', 'name': ""Nat'l Etiquette Week"", 'screen_name': 'EtiquetteWeek', 'location': 'United States', 'description': 'Begins May 10, 2021 \n\nFounder of National Etiquette Week  Etiquette & Protocol Expert / Keynote Speaker, Youth Ambassador Trainer', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 56, 'friends_count': 83, 'listed_count': 2, 'created_at': 'Thu May 09 20:11:29 +0000 2013', 'favourites_count': 402, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1044, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/726994198294089728/bW99tunG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/726994198294089728/bW99tunG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1416344958/1525725374', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
299,2021/11/25 22:47,1.46408E+18,Covid symptoms,neu,Realizing that I probably should’ve been admitted for at least a check up when I went for a Covid test and my heart rate was 190-150 for an hour and I couldn’t get it under 100.,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","{'id': 3381519071, 'id_str': '3381519071', 'name': 'faded home', 'screen_name': 'faded_home', 'location': 'Washington, DC', 'description': 'I make “tender” music, link in bio for where to stream/merch/everything. they/them/theo', 'url': 'https://t.co/B2P3HOXI8h', 'entities': {'url': {'urls': [{'url': 'https://t.co/B2P3HOXI8h', 'expanded_url': 'https://campsite.bio/faded.home', 'display_url': 'campsite.bio/faded.home', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 642, 'friends_count': 445, 'listed_count': 1, 'created_at': 'Sat Jul 18 09:53:28 +0000 2015', 'favourites_count': 181416, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 20858, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1459000383171436546/n8d6v1II_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1459000383171436546/n8d6v1II_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3381519071/1608331011', 'profile_link_color': 'FF691F', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}",0,en
